booking_id,hotel_name,hotel_type,arrival_date,nights_stayed,room_type,adults,children,booking_channel,lead_time_days,adr_per_night_inr,total_revenue_inr,cancellation_status,country_of_guest,special_requests,meal_plan
BKG651866,Lemon Tree Lucknow,3-Star,2022-10-07,12,Super Deluxe,2,1.0,MakeMyTrip,334,1952,23424,No,Singapore,1.0,Half Board
BKG626196,Taj Mahal Palace Mumbai,3star,07-10-2022,9,Suite,3,2.0,OTA - MakeMyTrip,133,25920,233280,No,India,2.0,CP
BKG198059,Oberoi Bengaluru,Hostel,07/10/2022,6,Standard,3,0.0,Direct Website,117,14201,85206,Yes,India,3.0,BB
BKG562398,Hilton Garden Inn,3star,2022-10-08,12,Standard,1,0.0,Goibibo,93,4716,56592,No,Japan,4.0,All Inclusive
BKG550083,Treebo Trend City Inn,budget,08-10-2022,9,Family Room,3,1.0,Travel Agent,61,634,5706,No,UAE,0.0,Half Board
BKG703656,Oberoi Bengaluru,budget,08/10/2022,8,Deluxe,2,1.0,makemytrip,193,27154,217232,No,Japan,4.0,Half Board
BKG315369,Holiday Inn Jaipur,Five Star,2022-10-09,8,Standard,3,0.0,corporate,334,7570,60560,Yes,France,3.0,BB
BKG513936,ITC Maurya Delhi,3 Star,09-10-2022,1,Deluxe,3,2.0,Agoda,202,28229,28229,Yes,,0.0,BB
BKG957372,Oberoi Bengaluru,Budget,09/10/2022,13,Suite,3,2.0,Yatra,25,27819,361647,No,Singapore,4.0,All Inclusive
BKG974310,Zostel Delhi,3 Star,2022-10-09,9,Super Deluxe,1,2.0,Travel Agent,172,1145,10305,Yes,Japan,3.0,Half Board
BKG494841,Hyatt Regency Chennai,5 Star,10-10-2022,6,Studio Room,3,0.0,travel agent,299,24945,149670,No,Singapore,4.0,
BKG197543,Park Inn by Radisson,boutique,10/10/2022,9,Double Room,3,0.0,direct website,132,5228,47052,No,,2.0,Full Board
BKG269258,FabHotel Prime Central,BUDGET,2022-10-10,3,Presidential Suite,3,0.0,Booking.com,325,2022,6066,Yes,India,4.0,Full Board
BKG584556,Radisson Blu Pune,BUDGET,11-10-2022,12,Presidential Suite,2,1.0,direct website,117,3468,41616,No,,3.0,Breakfast Only
BKG827250,Treebo Trend City Inn,4 Star,11/10/2022,3,Twin Room,1,0.0,Goibibo,323,983,2949,No,Japan,1.0,AP
BKG527373,Oberoi Bengaluru,Five Star,2022-10-11,6,Standard,1,2.0,Travel Agent,274,10180,61080,No,India,3.0,
BKG904303,Holiday Inn Jaipur,BUDGET,11-10-2022,9,Twin Room,2,,OTA - Booking.com,211,4139,37251,Yes,India,4.0,
BKG491886,ITC Maurya Delhi,BUDGET,12/10/2022,7,Twin Room,1,0.0,Corporate Booking,224,28263,197841,No,Bangladesh,2.0,All Inclusive
BKG475105,Holiday Inn Jaipur,Budget,2022-10-12,13,Presidential Suite,2,0.0,OTA - Booking.com,19,3536,45968,No,Australia,1.0,Half Board
BKG417797,Treebo Trend City Inn,Boutique,12-10-2022,3,Executive Room,1,2.0,Walk-in,112,1291,3873,No,Australia,3.0,BB
BKG502324,Treebo Trend City Inn,4 Star,13/10/2022,3,Studio Room,1,0.0,Travel Agent,139,1078,3234,No,India,1.0,No Meal
BKG569085,Airbnb Stay Bandra,resort,2022-10-13,2,Executive Room,1,1.0,makemytrip,46,2455,4910,No,India,2.0,Full Board
BKG477542,ITC Maurya Delhi,boutique,13-10-2022,9,Executive Room,3,0.0,Direct Website,0,29071,261639,No,India,0.0,
BKG839166,Hilton Garden Inn,Boutique,13/10/2022,13,Presidential Suite,1,2.0,makemytrip,89,4840,62920,No,USA,1.0,No Meal
BKG659272,FabHotel Prime Central,5 Star,2022-10-14,3,Studio Room,3,2.0,Yatra,141,1813,5439,No,Nepal,3.0,MAP
BKG837200,Zostel Delhi,5 Star,14-10-2022,11,Executive Room,3,0.0,Walk-in,319,608,6688,No,India,2.0,Full Board
BKG425622,Marriott Hyderabad,3star,14/10/2022,5,Double Room,3,,OTA - MakeMyTrip,37,24672,123360,No,Canada,,Half Board
BKG910722,Lemon Tree Lucknow,Five Star,2022-10-15,9,Suite,2,0.0,Booking.com,292,2098,18882,Yes,UAE,2.0,BB
BKG356515,Treebo Trend City Inn,4 Star,15-10-2022,8,Studio Room,1,2.0,Travel Agent,138,959,7672,No,USA,,AP
BKG769793,Lemon Tree Lucknow,BUDGET,15/10/2022,2,Executive Room,1,2.0,MakeMyTrip,355,765,1530,No,Nepal,2.0,BB
BKG853344,OYO Rooms 12345,Boutique,2022-10-15,3,Double Room,1,2.0,Travel Agent,332,1661,4983,Yes,Bangladesh,4.0,No Meal
BKG591273,ITC Maurya Delhi,Five Star,16-10-2022,2,Super Deluxe,3,0.0,Booking.com,258,20294,40588,Yes,India,3.0,MAP
BKG563197,Marriott Hyderabad,3star,16/10/2022,8,Studio Room,1,0.0,Walk-in,160,25567,204536,No,India,2.0,No Meal
BKG268671,Radisson Blu Pune,boutique,2022-10-16,6,Twin Room,3,0.0,travel agent,177,7511,45066,Yes,,,
BKG766178,The Leela Goa,Resort,17-10-2022,6,Studio Room,3,1.0,Goibibo,9,22274,133644,No,UAE,2.0,AP
BKG106984,Oberoi Bengaluru,budget,17/10/2022,12,Super Deluxe,3,1.0,Agoda,260,25830,309960,Yes,Nepal,0.0,Full Board
BKG952718,FabHotel Prime Central,BUDGET,2022-10-17,9,Executive Room,3,1.0,Goibibo,137,1482,13338,No,Bangladesh,1.0,MAP
BKG343138,Oberoi Bengaluru,resort,17-10-2022,8,Deluxe,1,2.0,Yatra,171,9903,79224,No,USA,2.0,AP
BKG367738,The Leela Goa,3-Star,18/10/2022,4,Studio Room,3,2.0,Corporate Booking,12,22551,90204,Yes,Bangladesh,1.0,
BKG293332,OYO Rooms 12345,5-Star,2022-10-18,12,Executive Room,2,0.0,MakeMyTrip,167,1132,13584,No,India,1.0,BB
BKG310338,Courtyard by Marriott,boutique,18-10-2022,4,Super Deluxe,2,2.0,Corporate Booking,129,10377,41508,No,India,4.0,AP
BKG500387,Lemon Tree Lucknow,Hostel,19/10/2022,9,Deluxe,2,1.0,Agoda,83,712,6408,No,Canada,,BB
BKG353251,Treebo Trend City Inn,Resort,2022-10-19,1,Double Room,3,1.0,travel agent,320,1515,1515,No,USA,,All Inclusive
BKG983056,Courtyard by Marriott,3-Star,19-10-2022,13,Double Room,1,0.0,Goibibo,318,25623,333099,No,Australia,,
BKG840965,Hyatt Regency Chennai,4-Star,19/10/2022,2,Presidential Suite,1,2.0,OTA - Booking.com,100,29984,59968,Yes,Nepal,1.0,Full Board
BKG150570,ITC Maurya Delhi,Resort,2022-10-20,2,Presidential Suite,3,,direct website,328,17524,35048,No,UK,3.0,Half Board
BKG479435,OYO Rooms 12345,4 Star,20-10-2022,13,Family Room,3,1.0,Yatra,272,2477,32201,No,Russia,1.0,Full Board
BKG719638,Radisson Blu Pune,3 Star,20/10/2022,13,Twin Room,3,,Travel Agent,264,6205,80665,Yes,Canada,1.0,AP
BKG753030,ITC Maurya Delhi,boutique,2022-10-21,6,Standard,2,1.0,Booking.com,37,18571,111426,No,Germany,0.0,Full Board
BKG744076,Hilton Garden Inn,budget,21-10-2022,4,Super Deluxe,3,2.0,direct website,93,4987,19948,No,India,,CP
BKG686693,Hyatt Regency Chennai,boutique,21/10/2022,13,Standard,3,1.0,MakeMyTrip,94,20314,264082,No,USA,1.0,No Meal
BKG211606,Novotel Kolkata,Five Star,2022-10-21,11,Presidential Suite,1,1.0,Goibibo,304,4772,52492,Yes,Germany,3.0,BB
BKG162653,Ginger Hotel,4 Star,22-10-2022,10,Presidential Suite,1,2.0,OTA - MakeMyTrip,68,709,7090,No,USA,0.0,MAP
BKG503426,Zostel Delhi,3 Star,22/10/2022,13,Super Deluxe,2,2.0,Direct Website,317,1919,24947,Yes,Germany,3.0,CP
BKG421524,Treebo Trend City Inn,3 Star,2022-10-22,3,Studio Room,2,2.0,corporate,235,1430,4290,No,USA,2.0,All Inclusive
BKG201791,Hilton Garden Inn,4-Star,23-10-2022,3,Family Room,2,1.0,MakeMyTrip,333,3591,10773,No,Singapore,0.0,Full Board
BKG744886,OYO Rooms 12345,3star,23/10/2022,3,Executive Room,2,1.0,Corporate Booking,136,988,2964,No,China,3.0,Breakfast Only
BKG786185,Novotel Kolkata,BUDGET,2022-10-23,6,Suite,3,1.0,Travel Agent,75,6982,41892,No,Bangladesh,,No Meal
BKG220996,ITC Maurya Delhi,Boutique,24-10-2022,8,Presidential Suite,3,,Direct Website,34,15783,126264,No,Singapore,3.0,No Meal
BKG481565,Airbnb Stay Bandra,Boutique,24/10/2022,11,Twin Room,2,0.0,OTA - MakeMyTrip,0,3574,39314,Yes,India,0.0,All Inclusive
BKG836601,Holiday Inn Jaipur,4-Star,2022-10-24,7,Presidential Suite,2,2.0,MakeMyTrip,295,3493,24451,No,Nepal,4.0,AP
BKG856833,Park Inn by Radisson,Hostel,24-10-2022,4,Family Room,1,0.0,Agoda,319,3545,14180,No,India,3.0,CP
BKG699525,Ginger Hotel,Resort,25/10/2022,11,Presidential Suite,1,2.0,Walk-in,59,1987,21857,No,India,3.0,Breakfast Only
BKG716438,Novotel Kolkata,Boutique,2022-10-25,12,Family Room,1,,Goibibo,319,5286,63432,Yes,USA,0.0,BB
BKG180202,Park Inn by Radisson,Budget,25-10-2022,4,Executive Room,2,2.0,OTA - MakeMyTrip,348,5697,22788,No,India,4.0,CP
BKG957207,Marriott Hyderabad,3-Star,26/10/2022,11,Executive Room,1,1.0,makemytrip,327,18945,208395,Yes,India,4.0,MAP
BKG574964,OYO Rooms 12345,3-Star,2022-10-26,10,Suite,2,2.0,Agoda,266,912,9120,No,India,3.0,AP
BKG970698,Airbnb Stay Bandra,3star,26-10-2022,11,Presidential Suite,3,0.0,MakeMyTrip,360,3991,43901,Yes,USA,2.0,Half Board
BKG428535,Novotel Kolkata,3star,26/10/2022,11,Super Deluxe,2,1.0,travel agent,228,6956,76516,Yes,UK,0.0,Breakfast Only
BKG174894,Park Inn by Radisson,5 Star,2022-10-27,11,Twin Room,3,,Goibibo,269,6094,67034,No,Canada,0.0,CP
BKG872802,Novotel Kolkata,4 Star,27-10-2022,2,Suite,3,1.0,MakeMyTrip,315,5365,10730,No,Japan,,MAP
BKG675105,Park Inn by Radisson,Resort,27/10/2022,1,Executive Room,2,0.0,makemytrip,285,6347,6347,No,USA,4.0,AP
BKG693862,Hilton Garden Inn,Budget,2022-10-28,9,Super Deluxe,1,0.0,direct website,290,6071,54639,No,USA,4.0,All Inclusive
BKG359972,Lemon Tree Lucknow,resort,28-10-2022,12,Super Deluxe,2,0.0,Walk-in,212,891,10692,No,India,1.0,AP
BKG405076,Radisson Blu Pune,4-Star,28/10/2022,12,Presidential Suite,1,1.0,OTA - Booking.com,164,7715,92580,Yes,Germany,3.0,
BKG425548,Holiday Inn Jaipur,Boutique,2022-10-28,2,Twin Room,3,2.0,Booking.com,4,3952,7904,Yes,USA,3.0,AP
BKG120071,Taj Mahal Palace Mumbai,3-Star,29-10-2022,13,Deluxe,3,2.0,direct website,338,29140,378820,Yes,Bangladesh,0.0,All Inclusive
BKG576252,Park Inn by Radisson,resort,29/10/2022,8,Executive Room,3,0.0,Corporate Booking,77,6735,53880,Yes,USA,3.0,Breakfast Only
BKG537544,Marriott Hyderabad,3star,2022-10-29,9,Family Room,3,2.0,Walk-in,61,13156,118404,No,Nepal,2.0,BB
BKG677982,Park Inn by Radisson,5 Star,30-10-2022,4,Super Deluxe,2,,Walk-in,131,5963,23852,Yes,Canada,2.0,No Meal
BKG360575,Taj Mahal Palace Mumbai,boutique,30/10/2022,8,Double Room,3,1.0,Walk-in,88,17228,137824,No,Japan,2.0,CP
BKG625021,Airbnb Stay Bandra,Boutique,2022-10-30,9,Double Room,1,0.0,makemytrip,236,3032,27288,No,Nepal,1.0,CP
BKG685415,The Fern Residency,5-Star,30-10-2022,10,Executive Room,1,0.0,OTA - Booking.com,41,4528,45280,No,Australia,,MAP
BKG791049,Radisson Blu Pune,BUDGET,31/10/2022,10,Deluxe,3,2.0,Yatra,88,6357,63570,Yes,India,1.0,No Meal
BKG799649,Treebo Trend City Inn,4 Star,2022-10-31,5,Double Room,2,,travel agent,295,638,3190,No,UAE,0.0,Breakfast Only
BKG178345,Novotel Kolkata,BUDGET,31-10-2022,13,Standard,3,,Yatra,327,7848,102024,Yes,India,0.0,No Meal
BKG339274,Marriott Hyderabad,3star,01/11/2022,7,Deluxe,3,0.0,Travel Agent,294,9142,63994,Yes,India,2.0,MAP
BKG244758,Lemon Tree Lucknow,budget,2022-11-01,10,Presidential Suite,1,0.0,Walk-in,103,1640,16400,No,Russia,1.0,MAP
BKG169034,Marriott Hyderabad,5-Star,01-11-2022,4,Family Room,2,0.0,travel agent,13,22253,89012,No,India,2.0,Half Board
BKG207620,Courtyard by Marriott,Boutique,01/11/2022,1,Double Room,2,1.0,Travel Agent,287,29224,29224,Yes,,3.0,Breakfast Only
BKG760077,Marriott Hyderabad,Hostel,2022-11-02,3,Suite,1,2.0,Booking.com,178,26013,78039,No,India,1.0,AP
BKG366998,Airbnb Stay Bandra,resort,02-11-2022,5,Executive Room,1,0.0,travel agent,124,3115,15575,No,UAE,1.0,All Inclusive
BKG200162,FabHotel Prime Central,budget,02/11/2022,3,Studio Room,1,0.0,Booking.com,352,723,2169,Yes,India,1.0,AP
BKG995219,Taj Mahal Palace Mumbai,Resort,2022-11-03,12,Presidential Suite,2,0.0,Travel Agent,22,14905,178860,Yes,USA,1.0,Breakfast Only
BKG376502,OYO Rooms 12345,3 Star,03-11-2022,13,Suite,1,2.0,OTA - Booking.com,62,2348,30524,No,Russia,3.0,BB
BKG515073,Taj Mahal Palace Mumbai,3star,03/11/2022,11,Double Room,1,2.0,Goibibo,142,12839,141229,No,China,2.0,No Meal
BKG594033,OYO Rooms 12345,3-Star,2022-11-03,7,Super Deluxe,1,1.0,Booking.com,152,1657,11599,Yes,UAE,0.0,CP
BKG312192,Hilton Garden Inn,Resort,04-11-2022,12,Standard,3,1.0,Corporate Booking,144,7355,88260,No,India,4.0,Full Board
BKG891392,Hilton Garden Inn,4-Star,04/11/2022,9,Presidential Suite,2,1.0,OTA - Booking.com,224,3933,35397,No,India,4.0,
BKG126576,The Fern Residency,resort,2022-11-04,12,Family Room,2,1.0,direct website,308,4994,59928,No,Russia,1.0,AP
BKG191909,FabHotel Prime Central,4-Star,05-11-2022,6,Super Deluxe,3,0.0,OTA - Booking.com,103,1150,6900,No,India,1.0,No Meal
BKG905132,Radisson Blu Pune,Resort,05/11/2022,13,Double Room,2,1.0,Corporate Booking,103,7380,95940,No,India,0.0,No Meal
BKG798900,Taj Mahal Palace Mumbai,4-Star,2022-11-05,10,Family Room,1,0.0,Agoda,38,17596,175960,No,Nepal,4.0,CP
BKG937598,The Fern Residency,Five Star,05-11-2022,1,Studio Room,3,0.0,Booking.com,197,3476,3476,Yes,India,1.0,Breakfast Only
BKG671705,Taj Mahal Palace Mumbai,4-Star,06/11/2022,7,Studio Room,1,2.0,MakeMyTrip,133,18129,126903,Yes,India,3.0,MAP
BKG593687,Courtyard by Marriott,resort,2022-11-06,3,Presidential Suite,1,0.0,OTA - Booking.com,66,8510,25530,Yes,India,4.0,Full Board
BKG381556,The Leela Goa,5 Star,06-11-2022,5,Twin Room,1,2.0,Corporate Booking,178,19596,97980,Yes,India,3.0,CP
BKG197760,ITC Maurya Delhi,Five Star,07/11/2022,10,Double Room,1,1.0,Yatra,41,20974,209740,No,Russia,0.0,Breakfast Only
BKG683579,Courtyard by Marriott,5 Star,2022-11-07,4,Executive Room,2,1.0,Walk-in,14,9137,36548,No,India,0.0,
BKG191255,The Leela Goa,5-Star,07-11-2022,10,Deluxe,3,2.0,Goibibo,110,21700,217000,No,Sri Lanka,4.0,BB
BKG358757,Zostel Delhi,budget,08/11/2022,5,Studio Room,3,2.0,corporate,156,1991,9955,Yes,Sri Lanka,2.0,No Meal
BKG497447,Hilton Garden Inn,3 Star,2022-11-08,5,Standard,1,,OTA - Booking.com,288,4707,23535,Yes,Germany,4.0,AP
BKG840428,The Leela Goa,5 Star,08-11-2022,6,Twin Room,3,0.0,MakeMyTrip,230,16906,101436,Yes,Bangladesh,3.0,Breakfast Only
BKG893953,Lemon Tree Lucknow,5-Star,08/11/2022,10,Twin Room,3,0.0,Agoda,156,1416,14160,No,Germany,2.0,Full Board
BKG897781,Hilton Garden Inn,Resort,2022-11-09,12,Double Room,1,2.0,makemytrip,37,5764,69168,No,UAE,3.0,
BKG657056,Holiday Inn Jaipur,resort,09-11-2022,10,Deluxe,1,0.0,Goibibo,96,5471,54710,Yes,India,3.0,MAP
BKG599788,Novotel Kolkata,Boutique,09/11/2022,13,Twin Room,2,0.0,makemytrip,288,6742,87646,No,Sri Lanka,3.0,MAP
BKG981600,Lemon Tree Lucknow,Five Star,2022-11-10,13,Twin Room,2,1.0,OTA - Booking.com,253,1681,21853,No,China,1.0,Full Board
BKG162985,Courtyard by Marriott,Hostel,10-11-2022,11,Studio Room,1,2.0,Booking.com,195,28841,317251,No,India,2.0,No Meal
BKG631899,The Leela Goa,Five Star,10/11/2022,6,Family Room,2,1.0,Agoda,85,23136,138816,No,India,1.0,Full Board
BKG643300,Zostel Delhi,budget,2022-11-10,8,Presidential Suite,2,,OTA - MakeMyTrip,321,724,5792,Yes,Nepal,1.0,Half Board
BKG601907,The Leela Goa,BUDGET,11-11-2022,8,Double Room,3,0.0,Booking.com,9,22269,178152,No,Germany,3.0,Half Board
BKG411869,Radisson Blu Pune,4-Star,11/11/2022,11,Double Room,1,1.0,Walk-in,4,5355,58905,No,India,0.0,No Meal
BKG625836,Treebo Trend City Inn,5-Star,2022-11-11,9,Presidential Suite,3,0.0,Booking.com,122,1219,10971,No,India,4.0,AP
BKG714585,Oberoi Bengaluru,Boutique,12-11-2022,8,Double Room,3,0.0,Yatra,329,18795,150360,No,,,Half Board
BKG245060,Zostel Delhi,boutique,12/11/2022,13,Suite,1,,OTA - Booking.com,352,1924,25012,No,China,3.0,Full Board
BKG719017,Park Inn by Radisson,BUDGET,2022-11-12,11,Double Room,3,0.0,MakeMyTrip,117,6852,75372,Yes,Bangladesh,4.0,No Meal
BKG816546,The Fern Residency,boutique,12-11-2022,2,Twin Room,2,1.0,Booking.com,293,3923,7846,No,Sri Lanka,4.0,Half Board
BKG376641,Radisson Blu Pune,5 Star,13/11/2022,12,Twin Room,2,2.0,Travel Agent,158,5137,61644,No,Canada,3.0,No Meal
BKG492481,Novotel Kolkata,4 Star,2022-11-13,10,Deluxe,2,0.0,Goibibo,302,5023,50230,Yes,USA,1.0,Full Board
BKG826941,Hilton Garden Inn,Five Star,13-11-2022,12,Deluxe,2,0.0,Goibibo,227,3454,41448,No,Germany,4.0,CP
BKG321217,FabHotel Prime Central,boutique,14/11/2022,11,Double Room,2,1.0,direct website,364,1802,19822,No,Bangladesh,,MAP
BKG501055,Holiday Inn Jaipur,4 Star,2022-11-14,1,Standard,3,,MakeMyTrip,215,7822,7822,Yes,Germany,4.0,MAP
BKG584948,Lemon Tree Lucknow,Resort,14-11-2022,10,Studio Room,1,0.0,direct website,183,1169,11690,Yes,,4.0,No Meal
BKG662745,Holiday Inn Jaipur,3-Star,14/11/2022,2,Suite,3,0.0,corporate,14,5665,11330,No,UAE,,BB
BKG732584,Airbnb Stay Bandra,Five Star,2022-11-15,2,Twin Room,3,2.0,MakeMyTrip,156,3500,7000,No,USA,1.0,MAP
BKG753207,Ginger Hotel,resort,15-11-2022,12,Suite,2,0.0,OTA - Booking.com,135,1771,21252,No,,,MAP
BKG686264,ITC Maurya Delhi,3star,15/11/2022,3,Studio Room,2,1.0,Goibibo,260,17415,52245,No,,2.0,AP
BKG634563,FabHotel Prime Central,Five Star,2022-11-16,10,Executive Room,3,,Direct Website,156,1243,12430,No,India,3.0,MAP
BKG138151,ITC Maurya Delhi,Hostel,16-11-2022,-1,Double Room,3,2.0,MakeMyTrip,46,23008,23008,No,China,1.0,All Inclusive
BKG658461,Park Inn by Radisson,Resort,16/11/2022,2,Standard,1,0.0,OTA - MakeMyTrip,323,7292,14584,Yes,India,0.0,
BKG311057,ITC Maurya Delhi,4 Star,2022-11-16,1,Super Deluxe,1,2.0,Goibibo,331,16120,16120,Yes,China,1.0,AP
BKG980232,Oberoi Bengaluru,Resort,17-11-2022,6,Presidential Suite,1,2.0,Agoda,172,15820,94920,No,Canada,0.0,All Inclusive
BKG930044,The Leela Goa,5-Star,17/11/2022,9,Double Room,1,2.0,makemytrip,129,19901,179109,No,India,4.0,CP
BKG640248,Oberoi Bengaluru,budget,2022-11-17,3,Double Room,1,0.0,OTA - MakeMyTrip,94,26170,78510,No,Nepal,0.0,CP
BKG890970,Lemon Tree Lucknow,Budget,18-11-2022,6,Presidential Suite,2,2.0,Walk-in,114,999,5994,No,UK,0.0,Full Board
BKG936770,The Leela Goa,3 Star,18/11/2022,3,Standard,1,0.0,OTA - Booking.com,242,17649,52947,No,Australia,0.0,MAP
BKG128709,The Fern Residency,5 Star,2022-11-18,13,Presidential Suite,3,2.0,travel agent,291,1503,19539,Yes,UAE,4.0,AP
BKG233211,Courtyard by Marriott,BUDGET,18-11-2022,1,Presidential Suite,2,,makemytrip,281,19805,19805,Yes,India,4.0,Full Board
BKG528662,Park Inn by Radisson,Five Star,19/11/2022,13,Super Deluxe,3,2.0,OTA - Booking.com,298,3477,45201,Yes,India,2.0,Breakfast Only
BKG267634,Oberoi Bengaluru,resort,2022-11-19,12,Twin Room,2,2.0,direct website,282,18379,220548,No,Canada,,Full Board
BKG250175,Hilton Garden Inn,3star,19-11-2022,5,Family Room,2,2.0,Booking.com,68,5526,27630,No,India,,Breakfast Only
BKG933636,Radisson Blu Pune,Resort,20/11/2022,10,Executive Room,1,1.0,Travel Agent,147,3366,33660,Yes,China,3.0,No Meal
BKG386576,Holiday Inn Jaipur,Boutique,2022-11-20,13,Presidential Suite,3,2.0,direct website,10,4836,62868,No,China,2.0,
BKG530586,Ginger Hotel,Five Star,20-11-2022,11,Family Room,1,,travel agent,253,963,10593,No,Germany,0.0,Full Board
BKG569170,Treebo Trend City Inn,Budget,20/11/2022,4,Presidential Suite,3,1.0,Booking.com,329,1201,4804,Yes,Germany,2.0,AP
BKG749499,Marriott Hyderabad,Resort,2022-11-21,7,Suite,3,1.0,MakeMyTrip,359,18985,132895,Yes,India,0.0,AP
BKG595970,Oberoi Bengaluru,Five Star,21-11-2022,6,Family Room,1,0.0,makemytrip,37,20391,122346,No,India,,CP
BKG589351,OYO Rooms 12345,3-Star,21/11/2022,10,Super Deluxe,1,0.0,Goibibo,133,662,6620,No,,2.0,All Inclusive
BKG308168,Hyatt Regency Chennai,3star,2022-11-22,7,Suite,2,1.0,travel agent,199,27160,190120,Yes,Canada,0.0,BB
BKG572598,Marriott Hyderabad,budget,22-11-2022,5,Suite,2,0.0,makemytrip,22,9596,47980,No,Bangladesh,,No Meal
BKG106069,Taj Mahal Palace Mumbai,Five Star,22/11/2022,4,Twin Room,2,1.0,OTA - Booking.com,302,24863,99452,No,UK,3.0,Half Board
BKG305287,Hilton Garden Inn,Five Star,2022-11-22,7,Family Room,3,0.0,Booking.com,345,3256,22792,No,Nepal,1.0,No Meal
BKG506509,Treebo Trend City Inn,4 Star,23-11-2022,7,Executive Room,1,0.0,corporate,301,575,4025,Yes,India,4.0,All Inclusive
BKG198582,FabHotel Prime Central,3-Star,23/11/2022,6,Presidential Suite,2,2.0,OTA - MakeMyTrip,362,2278,13668,No,UK,3.0,Full Board
BKG725183,Holiday Inn Jaipur,budget,2022-11-23,8,Standard,1,,Direct Website,217,3893,31144,Yes,USA,4.0,Half Board
BKG754928,ITC Maurya Delhi,Budget,24-11-2022,4,Standard,2,0.0,OTA - MakeMyTrip,140,28282,113128,No,Japan,4.0,BB
BKG722946,Marriott Hyderabad,4 Star,24/11/2022,10,Suite,2,2.0,Goibibo,103,22628,226280,Yes,Japan,1.0,BB
BKG738270,FabHotel Prime Central,5 Star,2022-11-24,5,Twin Room,1,,Direct Website,209,2491,12455,No,India,,AP
BKG708450,The Fern Residency,Budget,25-11-2022,4,Deluxe,2,2.0,Booking.com,110,1576,6304,No,India,0.0,Full Board
BKG924099,The Fern Residency,4-Star,25/11/2022,12,Standard,1,0.0,makemytrip,103,3843,46116,No,Germany,1.0,AP
BKG938064,Oberoi Bengaluru,4-Star,2022-11-25,1,Double Room,2,0.0,travel agent,315,8938,8938,Yes,,0.0,Full Board
BKG723149,Hyatt Regency Chennai,Hostel,25-11-2022,12,Deluxe,1,1.0,OTA - Booking.com,170,16176,194112,No,Nepal,,MAP
BKG408250,OYO Rooms 12345,resort,26/11/2022,8,Family Room,2,0.0,Walk-in,355,795,6360,No,Singapore,0.0,
BKG693310,Zostel Delhi,3star,2022-11-26,1,Deluxe,2,2.0,Yatra,323,1000,1000,Yes,Canada,0.0,Breakfast Only
BKG968513,Oberoi Bengaluru,4 Star,26-11-2022,5,Standard,3,,Walk-in,132,9669,48345,No,USA,3.0,MAP
BKG493035,The Fern Residency,5 Star,27/11/2022,6,Executive Room,1,2.0,Direct Website,292,3234,19404,Yes,India,4.0,
BKG188164,Airbnb Stay Bandra,Budget,2022-11-27,6,Deluxe,2,0.0,makemytrip,327,4837,29022,Yes,Sri Lanka,4.0,MAP
BKG470613,Lemon Tree Lucknow,Resort,27-11-2022,13,Deluxe,3,,OTA - MakeMyTrip,126,1359,17667,No,Sri Lanka,3.0,BB
BKG431224,Holiday Inn Jaipur,Budget,27/11/2022,5,Double Room,1,,Direct Website,105,3442,17210,No,Japan,4.0,Half Board
BKG972129,OYO Rooms 12345,resort,2022-11-28,3,Standard,2,0.0,OTA - Booking.com,91,714,2142,Yes,Sri Lanka,1.0,CP
BKG528189,The Fern Residency,Budget,28-11-2022,5,Suite,2,2.0,Yatra,286,2751,13755,Yes,Singapore,0.0,BB
BKG642664,Lemon Tree Lucknow,3star,28/11/2022,12,Presidential Suite,2,,Corporate Booking,50,1152,13824,Yes,India,0.0,Half Board
BKG492086,Courtyard by Marriott,4-Star,2022-11-29,8,Double Room,1,2.0,travel agent,28,9126,73008,No,UAE,0.0,All Inclusive
BKG150184,Park Inn by Radisson,Hostel,29-11-2022,2,Twin Room,3,,Agoda,295,6792,13584,Yes,,2.0,Full Board
BKG578419,ITC Maurya Delhi,5 Star,29/11/2022,6,Family Room,2,,MakeMyTrip,296,14437,86622,No,India,1.0,BB
BKG160854,ITC Maurya Delhi,5-Star,2022-11-29,9,Standard,3,,MakeMyTrip,213,15039,135351,Yes,India,2.0,No Meal
BKG187936,The Leela Goa,5 Star,30-11-2022,8,Double Room,1,1.0,makemytrip,266,29757,238056,Yes,India,3.0,No Meal
BKG432599,Park Inn by Radisson,3 Star,30/11/2022,11,Studio Room,1,1.0,Direct Website,256,6331,69641,No,,2.0,MAP
BKG866630,Novotel Kolkata,Budget,2022-11-30,8,Double Room,2,0.0,Booking.com,301,4987,39896,Yes,Nepal,4.0,MAP
BKG286198,Oberoi Bengaluru,5-Star,01-12-2022,8,Twin Room,2,0.0,OTA - Booking.com,100,23111,184888,No,UAE,4.0,AP
BKG879025,Zostel Delhi,3 Star,01/12/2022,13,Studio Room,2,1.0,OTA - Booking.com,345,1889,24557,No,UAE,1.0,MAP
BKG478665,The Fern Residency,3star,2022-12-01,7,Super Deluxe,3,2.0,makemytrip,109,3581,25067,No,Sri Lanka,2.0,Breakfast Only
BKG592511,Taj Mahal Palace Mumbai,5-Star,01-12-2022,8,Executive Room,3,2.0,direct website,181,15904,127232,Yes,China,2.0,
BKG177934,Oberoi Bengaluru,budget,02/12/2022,13,Twin Room,2,1.0,Booking.com,312,10283,133679,No,China,0.0,MAP
